name,description,unit,type
VISTA_J_m_slot_PsfFlux_flag_edge,object was too close to the edge of the image to use the full PSF model,None,int64
VISTA_J_m_base_Variance_flag,Set for any fatal failure,None,int64
VISTA_J_m_base_Variance_value,Variance at object position,None,float64
VISTA_J_m_base_Variance_flag_emptyFootprint,Set to True when the footprint has no usable pixels,None,int64
VISTA_J_m_ext_photometryKron_KronFlux_instFlux,flux from Kron Flux algorithm,ct,float64
VISTA_J_m_ext_photometryKron_KronFlux_instFluxErr,1-sigma instFlux uncertainty,ct,float64
VISTA_J_m_ext_photometryKron_KronFlux_radius,Kron radius (sqrt(a*b)),None,float32
VISTA_J_m_ext_photometryKron_KronFlux_radius_for_radius,radius used to estimate <radius> (sqrt(a*b)),None,float32
VISTA_J_m_ext_photometryKron_KronFlux_psf_radius,Radius of PSF,None,float32
VISTA_J_m_ext_photometryKron_KronFlux_flag,"general failure flag, set if anything went wrong",None,int64
VISTA_J_m_ext_photometryKron_KronFlux_flag_edge,bad measurement due to image edge,None,int64
VISTA_J_m_ext_photometryKron_KronFlux_flag_bad_shape_no_psf,bad shape and no PSF,None,int64
VISTA_J_m_ext_photometryKron_KronFlux_flag_no_minimum_radius,minimum radius could not enforced: no minimum value or PSF,None,int64
VISTA_J_m_ext_photometryKron_KronFlux_flag_no_fallback_radius,no minimum radius and no PSF provided,None,int64
VISTA_J_m_ext_photometryKron_KronFlux_flag_bad_radius,bad Kron radius,None,int64
VISTA_J_m_ext_photometryKron_KronFlux_flag_used_minimum_radius,used the minimum radius for the Kron aperture,None,int64
VISTA_J_m_ext_photometryKron_KronFlux_flag_used_psf_radius,used the PSF Kron radius for the Kron aperture,None,int64
VISTA_J_m_ext_photometryKron_KronFlux_flag_small_radius,measured Kron radius was smaller than that of the PSF,None,int64
VISTA_J_m_ext_photometryKron_KronFlux_flag_bad_shape,shape for measuring Kron radius is bad; used PSF shape,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_seeing,original seeing (Gaussian sigma) at position,pix,float32
VISTA_J_m_ext_convolved_ConvolvedFlux_0_deconv,deconvolution required for seeing 3.500000; no measurement made,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_0_3_3_instFlux,instFlux within 3.300000-pixel aperture,ct,float64
VISTA_J_m_ext_convolved_ConvolvedFlux_0_3_3_instFluxErr,1-sigma instFlux uncertainty,ct,float64
VISTA_J_m_ext_convolved_ConvolvedFlux_0_3_3_flag,General Failure Flag,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_0_3_3_flag_apertureTruncated,aperture did not fit within measurement image,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_0_3_3_flag_SCT,full sinc coefficient image did not fit within measurement image,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_0_4_5_instFlux,instFlux within 4.500000-pixel aperture,ct,float64
VISTA_J_m_ext_convolved_ConvolvedFlux_0_4_5_instFluxErr,1-sigma instFlux uncertainty,ct,float64
VISTA_J_m_ext_convolved_ConvolvedFlux_0_4_5_flag,General Failure Flag,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_0_4_5_flag_apertureTruncated,aperture did not fit within measurement image,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_0_4_5_flag_SCT,full sinc coefficient image did not fit within measurement image,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_0_6_0_instFlux,instFlux within 6.000000-pixel aperture,ct,float64
VISTA_J_m_ext_convolved_ConvolvedFlux_0_6_0_instFluxErr,1-sigma instFlux uncertainty,ct,float64
VISTA_J_m_ext_convolved_ConvolvedFlux_0_6_0_flag,General Failure Flag,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_0_6_0_flag_apertureTruncated,aperture did not fit within measurement image,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_0_6_0_flag_SCT,full sinc coefficient image did not fit within measurement image,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_0_kron_instFlux,convolved Kron flux: seeing 3.500000,ct,float64
VISTA_J_m_ext_convolved_ConvolvedFlux_0_kron_instFluxErr,1-sigma instFlux uncertainty,ct,float64
VISTA_J_m_ext_convolved_ConvolvedFlux_0_kron_flag,convolved Kron flux failed: seeing 3.500000,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_1_deconv,deconvolution required for seeing 5.000000; no measurement made,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_1_3_3_instFlux,instFlux within 3.300000-pixel aperture,ct,float64
VISTA_J_m_ext_convolved_ConvolvedFlux_1_3_3_instFluxErr,1-sigma instFlux uncertainty,ct,float64
VISTA_J_m_ext_convolved_ConvolvedFlux_1_3_3_flag,General Failure Flag,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_1_3_3_flag_apertureTruncated,aperture did not fit within measurement image,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_1_3_3_flag_SCT,full sinc coefficient image did not fit within measurement image,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_1_4_5_instFlux,instFlux within 4.500000-pixel aperture,ct,float64
VISTA_J_m_ext_convolved_ConvolvedFlux_1_4_5_instFluxErr,1-sigma instFlux uncertainty,ct,float64
VISTA_J_m_ext_convolved_ConvolvedFlux_1_4_5_flag,General Failure Flag,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_1_4_5_flag_apertureTruncated,aperture did not fit within measurement image,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_1_4_5_flag_SCT,full sinc coefficient image did not fit within measurement image,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_1_6_0_instFlux,instFlux within 6.000000-pixel aperture,ct,float64
VISTA_J_m_ext_convolved_ConvolvedFlux_1_6_0_instFluxErr,1-sigma instFlux uncertainty,ct,float64
VISTA_J_m_ext_convolved_ConvolvedFlux_1_6_0_flag,General Failure Flag,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_1_6_0_flag_apertureTruncated,aperture did not fit within measurement image,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_1_6_0_flag_SCT,full sinc coefficient image did not fit within measurement image,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_1_kron_instFlux,convolved Kron flux: seeing 5.000000,ct,float64
VISTA_J_m_ext_convolved_ConvolvedFlux_1_kron_instFluxErr,1-sigma instFlux uncertainty,ct,float64
VISTA_J_m_ext_convolved_ConvolvedFlux_1_kron_flag,convolved Kron flux failed: seeing 5.000000,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_2_deconv,deconvolution required for seeing 6.500000; no measurement made,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_2_3_3_instFlux,instFlux within 3.300000-pixel aperture,ct,float64
VISTA_J_m_ext_convolved_ConvolvedFlux_2_3_3_instFluxErr,1-sigma instFlux uncertainty,ct,float64
VISTA_J_m_ext_convolved_ConvolvedFlux_2_3_3_flag,General Failure Flag,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_2_3_3_flag_apertureTruncated,aperture did not fit within measurement image,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_2_3_3_flag_SCT,full sinc coefficient image did not fit within measurement image,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_2_4_5_instFlux,instFlux within 4.500000-pixel aperture,ct,float64
VISTA_J_m_ext_convolved_ConvolvedFlux_2_4_5_instFluxErr,1-sigma instFlux uncertainty,ct,float64
VISTA_J_m_ext_convolved_ConvolvedFlux_2_4_5_flag,General Failure Flag,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_2_4_5_flag_apertureTruncated,aperture did not fit within measurement image,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_2_4_5_flag_SCT,full sinc coefficient image did not fit within measurement image,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_2_6_0_instFlux,instFlux within 6.000000-pixel aperture,ct,float64
VISTA_J_m_ext_convolved_ConvolvedFlux_2_6_0_instFluxErr,1-sigma instFlux uncertainty,ct,float64
VISTA_J_m_ext_convolved_ConvolvedFlux_2_6_0_flag,General Failure Flag,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_2_6_0_flag_apertureTruncated,aperture did not fit within measurement image,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_2_6_0_flag_SCT,full sinc coefficient image did not fit within measurement image,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_2_kron_instFlux,convolved Kron flux: seeing 6.500000,ct,float64
VISTA_J_m_ext_convolved_ConvolvedFlux_2_kron_instFluxErr,1-sigma instFlux uncertainty,ct,float64
VISTA_J_m_ext_convolved_ConvolvedFlux_2_kron_flag,convolved Kron flux failed: seeing 6.500000,None,int64
VISTA_J_m_ext_convolved_ConvolvedFlux_flag,error in running ConvolvedFluxPlugin,None,int64
VISTA_J_m_modelfit_CModel_initial_instFlux,flux from the initial fit,ct,float64
VISTA_J_m_slot_ModelFlux_initial_instFlux,flux from the initial fit,ct,float64
VISTA_J_m_modelfit_CModel_initial_instFluxErr,flux uncertainty from the initial fit,ct,float64
VISTA_J_m_slot_ModelFlux_initial_instFluxErr,flux uncertainty from the initial fit,ct,float64
VISTA_J_m_modelfit_CModel_initial_flag,flag set when the flux for the initial flux failed,None,int64
VISTA_J_m_slot_ModelFlux_initial_flag,flag set when the flux for the initial flux failed,None,int64
VISTA_J_m_modelfit_CModel_initial_instFlux_inner,"flux within the fit region, with no extrapolation",ct,float64
VISTA_J_m_slot_ModelFlux_initial_instFlux_inner,"flux within the fit region, with no extrapolation",ct,float64
VISTA_J_m_modelfit_CModel_initial_ellipse_xx,half-light ellipse of the initial fit,pix2,float64
VISTA_J_m_slot_ModelFlux_initial_ellipse_xx,half-light ellipse of the initial fit,pix2,float64
VISTA_J_m_modelfit_CModel_initial_ellipse_yy,half-light ellipse of the initial fit,pix2,float64
VISTA_J_m_slot_ModelFlux_initial_ellipse_yy,half-light ellipse of the initial fit,pix2,float64
VISTA_J_m_modelfit_CModel_initial_ellipse_xy,half-light ellipse of the initial fit,pix2,float64
VISTA_J_m_slot_ModelFlux_initial_ellipse_xy,half-light ellipse of the initial fit,pix2,float64
VISTA_J_m_modelfit_CModel_initial_objective,-ln(likelihood*prior) at best-fit point for the initial fit,None,float64
VISTA_J_m_slot_ModelFlux_initial_objective,-ln(likelihood*prior) at best-fit point for the initial fit,None,float64
VISTA_J_m_modelfit_CModel_initial_nonlinear_0,nonlinear parameters for the initial fit,None,float64
VISTA_J_m_slot_ModelFlux_initial_nonlinear_0,nonlinear parameters for the initial fit,None,float64
VISTA_J_m_modelfit_CModel_initial_nonlinear_1,nonlinear parameters for the initial fit,None,float64
VISTA_J_m_slot_ModelFlux_initial_nonlinear_1,nonlinear parameters for the initial fit,None,float64
VISTA_J_m_modelfit_CModel_initial_nonlinear_2,nonlinear parameters for the initial fit,None,float64
VISTA_J_m_slot_ModelFlux_initial_nonlinear_2,nonlinear parameters for the initial fit,None,float64
VISTA_J_m_modelfit_CModel_initial_fixed_0,fixed parameters for the initial fit,None,float64
VISTA_J_m_slot_ModelFlux_initial_fixed_0,fixed parameters for the initial fit,None,float64
VISTA_J_m_modelfit_CModel_initial_fixed_1,fixed parameters for the initial fit,None,float64
VISTA_J_m_slot_ModelFlux_initial_fixed_1,fixed parameters for the initial fit,None,float64
VISTA_J_m_modelfit_CModel_initial_flag_trSmall,"the optimizer converged because the trust radius became too small; this is a less-secure result than when the gradient is below the threshold, but usually not a problem",None,int64
VISTA_J_m_slot_ModelFlux_initial_flag_trSmall,"the optimizer converged because the trust radius became too small; this is a less-secure result than when the gradient is below the threshold, but usually not a problem",None,int64
VISTA_J_m_modelfit_CModel_initial_flag_maxIter,the optimizer hit the maximum number of iterations and did not converge,None,int64
VISTA_J_m_slot_ModelFlux_initial_flag_maxIter,the optimizer hit the maximum number of iterations and did not converge,None,int64
VISTA_J_m_modelfit_CModel_initial_nIter,Number of total iterations in stage,None,int32
VISTA_J_m_slot_ModelFlux_initial_nIter,Number of total iterations in stage,None,int32
VISTA_J_m_modelfit_CModel_initial_time,Time spent in stage,s,float64
VISTA_J_m_slot_ModelFlux_initial_time,Time spent in stage,s,float64
VISTA_J_m_modelfit_CModel_initial_flag_numericError,"numerical underflow or overflow in model evaluation; usually this means the prior was insufficient to regularize the fit, or all pixel values were zero.",None,int64
VISTA_J_m_slot_ModelFlux_initial_flag_numericError,"numerical underflow or overflow in model evaluation; usually this means the prior was insufficient to regularize the fit, or all pixel values were zero.",None,int64
VISTA_J_m_modelfit_CModel_initial_flag_noFlux,no flux was measured on the image; this means the error will be non-finite.,None,int64
VISTA_J_m_slot_ModelFlux_initial_flag_noFlux,no flux was measured on the image; this means the error will be non-finite.,None,int64
VISTA_J_m_modelfit_CModel_exp_instFlux,flux from the exponential fit,ct,float64
VISTA_J_m_slot_ModelFlux_exp_instFlux,flux from the exponential fit,ct,float64
VISTA_J_m_modelfit_CModel_exp_instFluxErr,flux uncertainty from the exponential fit,ct,float64
VISTA_J_m_slot_ModelFlux_exp_instFluxErr,flux uncertainty from the exponential fit,ct,float64
VISTA_J_m_modelfit_CModel_exp_flag,flag set when the flux for the exponential flux failed,None,int64
VISTA_J_m_slot_ModelFlux_exp_flag,flag set when the flux for the exponential flux failed,None,int64
VISTA_J_m_modelfit_CModel_exp_instFlux_inner,"flux within the fit region, with no extrapolation",ct,float64
VISTA_J_m_slot_ModelFlux_exp_instFlux_inner,"flux within the fit region, with no extrapolation",ct,float64
VISTA_J_m_modelfit_CModel_exp_ellipse_xx,half-light ellipse of the exponential fit,pix2,float64
VISTA_J_m_slot_ModelFlux_exp_ellipse_xx,half-light ellipse of the exponential fit,pix2,float64
VISTA_J_m_modelfit_CModel_exp_ellipse_yy,half-light ellipse of the exponential fit,pix2,float64
VISTA_J_m_slot_ModelFlux_exp_ellipse_yy,half-light ellipse of the exponential fit,pix2,float64
VISTA_J_m_modelfit_CModel_exp_ellipse_xy,half-light ellipse of the exponential fit,pix2,float64
VISTA_J_m_slot_ModelFlux_exp_ellipse_xy,half-light ellipse of the exponential fit,pix2,float64
VISTA_J_m_modelfit_CModel_exp_objective,-ln(likelihood*prior) at best-fit point for the exponential fit,None,float64
VISTA_J_m_slot_ModelFlux_exp_objective,-ln(likelihood*prior) at best-fit point for the exponential fit,None,float64
VISTA_J_m_modelfit_CModel_exp_nonlinear_0,nonlinear parameters for the exponential fit,None,float64
VISTA_J_m_slot_ModelFlux_exp_nonlinear_0,nonlinear parameters for the exponential fit,None,float64
VISTA_J_m_modelfit_CModel_exp_nonlinear_1,nonlinear parameters for the exponential fit,None,float64
VISTA_J_m_slot_ModelFlux_exp_nonlinear_1,nonlinear parameters for the exponential fit,None,float64
VISTA_J_m_modelfit_CModel_exp_nonlinear_2,nonlinear parameters for the exponential fit,None,float64
VISTA_J_m_slot_ModelFlux_exp_nonlinear_2,nonlinear parameters for the exponential fit,None,float64
VISTA_J_m_modelfit_CModel_exp_fixed_0,fixed parameters for the exponential fit,None,float64
VISTA_J_m_slot_ModelFlux_exp_fixed_0,fixed parameters for the exponential fit,None,float64
VISTA_J_m_modelfit_CModel_exp_fixed_1,fixed parameters for the exponential fit,None,float64
VISTA_J_m_slot_ModelFlux_exp_fixed_1,fixed parameters for the exponential fit,None,float64
VISTA_J_m_modelfit_CModel_exp_flag_trSmall,"the optimizer converged because the trust radius became too small; this is a less-secure result than when the gradient is below the threshold, but usually not a problem",None,int64
VISTA_J_m_slot_ModelFlux_exp_flag_trSmall,"the optimizer converged because the trust radius became too small; this is a less-secure result than when the gradient is below the threshold, but usually not a problem",None,int64
VISTA_J_m_modelfit_CModel_exp_flag_maxIter,the optimizer hit the maximum number of iterations and did not converge,None,int64
VISTA_J_m_slot_ModelFlux_exp_flag_maxIter,the optimizer hit the maximum number of iterations and did not converge,None,int64
VISTA_J_m_modelfit_CModel_exp_nIter,Number of total iterations in stage,None,int32
VISTA_J_m_slot_ModelFlux_exp_nIter,Number of total iterations in stage,None,int32
VISTA_J_m_modelfit_CModel_exp_time,Time spent in stage,s,float64
VISTA_J_m_slot_ModelFlux_exp_time,Time spent in stage,s,float64
VISTA_J_m_modelfit_CModel_exp_flag_numericError,"numerical underflow or overflow in model evaluation; usually this means the prior was insufficient to regularize the fit, or all pixel values were zero.",None,int64
VISTA_J_m_slot_ModelFlux_exp_flag_numericError,"numerical underflow or overflow in model evaluation; usually this means the prior was insufficient to regularize the fit, or all pixel values were zero.",None,int64
VISTA_J_m_modelfit_CModel_exp_flag_noFlux,no flux was measured on the image; this means the error will be non-finite.,None,int64
VISTA_J_m_slot_ModelFlux_exp_flag_noFlux,no flux was measured on the image; this means the error will be non-finite.,None,int64
VISTA_J_m_modelfit_CModel_dev_instFlux,flux from the de Vaucouleur fit,ct,float64
VISTA_J_m_slot_ModelFlux_dev_instFlux,flux from the de Vaucouleur fit,ct,float64
VISTA_J_m_modelfit_CModel_dev_instFluxErr,flux uncertainty from the de Vaucouleur fit,ct,float64
VISTA_J_m_slot_ModelFlux_dev_instFluxErr,flux uncertainty from the de Vaucouleur fit,ct,float64
VISTA_J_m_modelfit_CModel_dev_flag,flag set when the flux for the de Vaucouleur flux failed,None,int64
VISTA_J_m_slot_ModelFlux_dev_flag,flag set when the flux for the de Vaucouleur flux failed,None,int64
VISTA_J_m_modelfit_CModel_dev_instFlux_inner,"flux within the fit region, with no extrapolation",ct,float64
VISTA_J_m_slot_ModelFlux_dev_instFlux_inner,"flux within the fit region, with no extrapolation",ct,float64
VISTA_J_m_modelfit_CModel_dev_ellipse_xx,half-light ellipse of the de Vaucouleur fit,pix2,float64
VISTA_J_m_slot_ModelFlux_dev_ellipse_xx,half-light ellipse of the de Vaucouleur fit,pix2,float64
VISTA_J_m_modelfit_CModel_dev_ellipse_yy,half-light ellipse of the de Vaucouleur fit,pix2,float64
VISTA_J_m_slot_ModelFlux_dev_ellipse_yy,half-light ellipse of the de Vaucouleur fit,pix2,float64
VISTA_J_m_modelfit_CModel_dev_ellipse_xy,half-light ellipse of the de Vaucouleur fit,pix2,float64
VISTA_J_m_slot_ModelFlux_dev_ellipse_xy,half-light ellipse of the de Vaucouleur fit,pix2,float64
VISTA_J_m_modelfit_CModel_dev_objective,-ln(likelihood*prior) at best-fit point for the de Vaucouleur fit,None,float64
VISTA_J_m_slot_ModelFlux_dev_objective,-ln(likelihood*prior) at best-fit point for the de Vaucouleur fit,None,float64
VISTA_J_m_modelfit_CModel_dev_nonlinear_0,nonlinear parameters for the de Vaucouleur fit,None,float64
VISTA_J_m_slot_ModelFlux_dev_nonlinear_0,nonlinear parameters for the de Vaucouleur fit,None,float64
VISTA_J_m_modelfit_CModel_dev_nonlinear_1,nonlinear parameters for the de Vaucouleur fit,None,float64
VISTA_J_m_slot_ModelFlux_dev_nonlinear_1,nonlinear parameters for the de Vaucouleur fit,None,float64
VISTA_J_m_modelfit_CModel_dev_nonlinear_2,nonlinear parameters for the de Vaucouleur fit,None,float64
VISTA_J_m_slot_ModelFlux_dev_nonlinear_2,nonlinear parameters for the de Vaucouleur fit,None,float64
VISTA_J_m_modelfit_CModel_dev_fixed_0,fixed parameters for the de Vaucouleur fit,None,float64
VISTA_J_m_slot_ModelFlux_dev_fixed_0,fixed parameters for the de Vaucouleur fit,None,float64
VISTA_J_m_modelfit_CModel_dev_fixed_1,fixed parameters for the de Vaucouleur fit,None,float64
VISTA_J_m_slot_ModelFlux_dev_fixed_1,fixed parameters for the de Vaucouleur fit,None,float64
VISTA_J_m_modelfit_CModel_dev_flag_trSmall,"the optimizer converged because the trust radius became too small; this is a less-secure result than when the gradient is below the threshold, but usually not a problem",None,int64
VISTA_J_m_slot_ModelFlux_dev_flag_trSmall,"the optimizer converged because the trust radius became too small; this is a less-secure result than when the gradient is below the threshold, but usually not a problem",None,int64
VISTA_J_m_modelfit_CModel_dev_flag_maxIter,the optimizer hit the maximum number of iterations and did not converge,None,int64
VISTA_J_m_slot_ModelFlux_dev_flag_maxIter,the optimizer hit the maximum number of iterations and did not converge,None,int64
VISTA_J_m_modelfit_CModel_dev_nIter,Number of total iterations in stage,None,int32
VISTA_J_m_slot_ModelFlux_dev_nIter,Number of total iterations in stage,None,int32
VISTA_J_m_modelfit_CModel_dev_time,Time spent in stage,s,float64
VISTA_J_m_slot_ModelFlux_dev_time,Time spent in stage,s,float64
VISTA_J_m_modelfit_CModel_dev_flag_numericError,"numerical underflow or overflow in model evaluation; usually this means the prior was insufficient to regularize the fit, or all pixel values were zero.",None,int64
VISTA_J_m_slot_ModelFlux_dev_flag_numericError,"numerical underflow or overflow in model evaluation; usually this means the prior was insufficient to regularize the fit, or all pixel values were zero.",None,int64
VISTA_J_m_modelfit_CModel_dev_flag_noFlux,no flux was measured on the image; this means the error will be non-finite.,None,int64
VISTA_J_m_slot_ModelFlux_dev_flag_noFlux,no flux was measured on the image; this means the error will be non-finite.,None,int64
VISTA_J_m_modelfit_CModel_instFlux,flux from the final cmodel fit,ct,float64
VISTA_J_m_slot_ModelFlux_instFlux,flux from the final cmodel fit,ct,float64
VISTA_J_m_modelfit_CModel_instFluxErr,flux uncertainty from the final cmodel fit,ct,float64
VISTA_J_m_slot_ModelFlux_instFluxErr,flux uncertainty from the final cmodel fit,ct,float64
VISTA_J_m_modelfit_CModel_flag,flag set if the final cmodel fit (or any previous fit) failed,None,int64
VISTA_J_m_slot_ModelFlux_flag,flag set if the final cmodel fit (or any previous fit) failed,None,int64
VISTA_J_m_modelfit_CModel_instFlux_inner,"flux within the fit region, with no extrapolation",ct,float64
VISTA_J_m_slot_ModelFlux_instFlux_inner,"flux within the fit region, with no extrapolation",ct,float64
VISTA_J_m_modelfit_CModel_fracDev,fraction of flux in de Vaucouleur component,None,float64
VISTA_J_m_slot_ModelFlux_fracDev,fraction of flux in de Vaucouleur component,None,float64
VISTA_J_m_modelfit_CModel_objective,-ln(likelihood) (chi^2) in cmodel fit,None,float64
VISTA_J_m_slot_ModelFlux_objective,-ln(likelihood) (chi^2) in cmodel fit,None,float64
VISTA_J_m_modelfit_CModel_flag_region_maxArea,number of pixels in fit region exceeded the region.maxArea value,None,int64
VISTA_J_m_slot_ModelFlux_flag_region_maxArea,number of pixels in fit region exceeded the region.maxArea value,None,int64
VISTA_J_m_modelfit_CModel_flag_region_maxBadPixelFraction,the fraction of bad/clipped pixels in the fit region exceeded region.maxBadPixelFraction,None,int64
VISTA_J_m_slot_ModelFlux_flag_region_maxBadPixelFraction,the fraction of bad/clipped pixels in the fit region exceeded region.maxBadPixelFraction,None,int64
VISTA_J_m_modelfit_CModel_flags_region_usedFootprintArea,the pixel region for the initial fit was defined by the area of the Footprint,None,int64
VISTA_J_m_slot_ModelFlux_flags_region_usedFootprintArea,the pixel region for the initial fit was defined by the area of the Footprint,None,int64
VISTA_J_m_modelfit_CModel_flags_region_usedPsfArea,the pixel region for the initial fit was set to a fixed factor of the PSF area,None,int64
VISTA_J_m_slot_ModelFlux_flags_region_usedPsfArea,the pixel region for the initial fit was set to a fixed factor of the PSF area,None,int64
VISTA_J_m_modelfit_CModel_flags_region_usedInitialEllipseMin,the pixel region for the final fit was set to the lower bound defined by the initial fit,None,int64
VISTA_J_m_slot_ModelFlux_flags_region_usedInitialEllipseMin,the pixel region for the final fit was set to the lower bound defined by the initial fit,None,int64
VISTA_J_m_modelfit_CModel_flags_region_usedInitialEllipseMax,the pixel region for the final fit was set to the upper bound defined by the initial fit,None,int64
VISTA_J_m_slot_ModelFlux_flags_region_usedInitialEllipseMax,the pixel region for the final fit was set to the upper bound defined by the initial fit,None,int64
VISTA_J_m_modelfit_CModel_flag_noShape,the shape slot needed to initialize the parameters failed or was not defined,None,int64
VISTA_J_m_slot_ModelFlux_flag_noShape,the shape slot needed to initialize the parameters failed or was not defined,None,int64
VISTA_J_m_modelfit_CModel_flags_smallShape,initial parameter guess resulted in negative radius; used minimum of 0.100000 pixels instead.,None,int64
VISTA_J_m_slot_ModelFlux_flags_smallShape,initial parameter guess resulted in negative radius; used minimum of 0.100000 pixels instead.,None,int64
VISTA_J_m_modelfit_CModel_ellipse_xx,fracDev-weighted average of exp.ellipse and dev.ellipse,pix2,float64
VISTA_J_m_slot_ModelFlux_ellipse_xx,fracDev-weighted average of exp.ellipse and dev.ellipse,pix2,float64
VISTA_J_m_modelfit_CModel_ellipse_yy,fracDev-weighted average of exp.ellipse and dev.ellipse,pix2,float64
VISTA_J_m_slot_ModelFlux_ellipse_yy,fracDev-weighted average of exp.ellipse and dev.ellipse,pix2,float64
VISTA_J_m_modelfit_CModel_ellipse_xy,fracDev-weighted average of exp.ellipse and dev.ellipse,pix2,float64
VISTA_J_m_slot_ModelFlux_ellipse_xy,fracDev-weighted average of exp.ellipse and dev.ellipse,pix2,float64
VISTA_J_m_modelfit_CModel_region_initial_ellipse_xx,ellipse used to set the pixel region for the initial fit (before applying bad pixel mask),pix2,float64
VISTA_J_m_slot_ModelFlux_region_initial_ellipse_xx,ellipse used to set the pixel region for the initial fit (before applying bad pixel mask),pix2,float64
VISTA_J_m_modelfit_CModel_region_initial_ellipse_yy,ellipse used to set the pixel region for the initial fit (before applying bad pixel mask),pix2,float64
VISTA_J_m_slot_ModelFlux_region_initial_ellipse_yy,ellipse used to set the pixel region for the initial fit (before applying bad pixel mask),pix2,float64
VISTA_J_m_modelfit_CModel_region_initial_ellipse_xy,ellipse used to set the pixel region for the initial fit (before applying bad pixel mask),pix2,float64
VISTA_J_m_slot_ModelFlux_region_initial_ellipse_xy,ellipse used to set the pixel region for the initial fit (before applying bad pixel mask),pix2,float64
VISTA_J_m_modelfit_CModel_region_final_ellipse_xx,ellipse used to set the pixel region for the final fit (before applying bad pixel mask),pix2,float64
VISTA_J_m_slot_ModelFlux_region_final_ellipse_xx,ellipse used to set the pixel region for the final fit (before applying bad pixel mask),pix2,float64
VISTA_J_m_modelfit_CModel_region_final_ellipse_yy,ellipse used to set the pixel region for the final fit (before applying bad pixel mask),pix2,float64
VISTA_J_m_slot_ModelFlux_region_final_ellipse_yy,ellipse used to set the pixel region for the final fit (before applying bad pixel mask),pix2,float64
VISTA_J_m_modelfit_CModel_region_final_ellipse_xy,ellipse used to set the pixel region for the final fit (before applying bad pixel mask),pix2,float64
VISTA_J_m_slot_ModelFlux_region_final_ellipse_xy,ellipse used to set the pixel region for the final fit (before applying bad pixel mask),pix2,float64
VISTA_J_m_modelfit_CModel_flag_noShapeletPsf,the multishapelet fit to the PSF model did not succeed,None,int64
VISTA_J_m_slot_ModelFlux_flag_noShapeletPsf,the multishapelet fit to the PSF model did not succeed,None,int64
VISTA_J_m_modelfit_CModel_flag_BC,input centroid was not within the fit region (probably because it''s not within the Footprint),None,int64
VISTA_J_m_slot_ModelFlux_flag_BC,input centroid was not within the fit region (probably because it''s not within the Footprint),None,int64
VISTA_J_m_modelfit_CModel_flag_noFlux,no flux was measured on the image; this means the error will be non-finite.,None,int64
VISTA_J_m_slot_ModelFlux_flag_noFlux,no flux was measured on the image; this means the error will be non-finite.,None,int64
VISTA_J_m_detect_isPatchInner,true if source is in the inner region of a coadd patch,None,int64
VISTA_J_m_detect_isTractInner,true if source is in the inner region of a coadd tract,None,int64
VISTA_J_m_detect_isPrimary,"true if source has no children and is in the inner region of a coadd patch and is in the inner region of a coadd tract and is not ""detected"" in a pseudo-filter (see config.pseudoFilterList)",None,int64
VISTA_J_m_base_GaussianFlux_apCorr,aperture correction applied to base_GaussianFlux,None,float64
VISTA_J_m_slot_GaussianFlux_apCorr,aperture correction applied to base_GaussianFlux,None,float64
VISTA_J_m_base_GaussianFlux_apCorrErr,standard deviation of aperture correction applied to base_GaussianFlux,None,float64
VISTA_J_m_slot_GaussianFlux_apCorrErr,standard deviation of aperture correction applied to base_GaussianFlux,None,float64
